code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
2000000021697	La Réserve 8.5°	https://static.openfoodfacts.org/images/products/200/000/002/1697/front.8.400.jpg	0		3																							8.5																																																	
2000000021703	Soupe de Poissons & Langoustines		0		3	151		1.1	0.3								0.5				1.3	5.3				1	0.393700787401575																																																		
2000000021927	Grand Premium Fries (moyenne portion)	https://static.openfoodfacts.org/images/products/200/000/002/1927/front.6.400.jpg	0	b	1	987		12	1.1								27	0			3.3	3.3				0.76	0.299212598425197																																										1	1							
2000000021930	Crema de calabaza	https://static.openfoodfacts.org/images/products/200/000/002/1930/front.10.400.jpg	0	c	3	187		2.5	0.4								3.3	1.3				1				0.93	0.366141732283465																																										4	4							
2000000021931	Risotto mediterráneo	https://static.openfoodfacts.org/images/products/200/000/002/1931/front.10.400.jpg	0		3	1580		1.9	1.6								79.7	0.8				8				0.3	0.118110236220472																																																		
2000000021958	Lager	https://static.openfoodfacts.org/images/products/200/000/002/1958/front.4.400.jpg	0																									4.5																																																	
2000000021959	Bière	https://static.openfoodfacts.org/images/products/200/000/002/1959/front.7.400.jpg	0																									4.5																																																	
2000000021963	Bière blonde	https://static.openfoodfacts.org/images/products/200/000/002/1963/front.6.400.jpg	0		3																							4.2																																																	
2000000021970	Sonnen Blumen Kerne	https://static.openfoodfacts.org/images/products/200/000/002/1970/front.5.400.jpg	0	c	1	2523		49	5.4								12.3	0			6.3	26.5				0.01	0.00393700787401575																																										7	7							
2000000022062	Vitamin C+Zink	https://static.openfoodfacts.org/images/products/200/000/002/2062/front.10.400.jpg	1		1																													63.2																		1.05																									
2000000022077	Crème Entière liquide 30 % de matière grasse	https://static.openfoodfacts.org/images/products/200/000/002/2077/front.4.400.jpg	1		1	1204		30	20								3	3								0.08	0.031496062992126																																																		
2000000022150	Berlingo Pomme	https://static.openfoodfacts.org/images/products/200/000/002/2150/front.8.400.jpg	0	a	1	244		0.1	0								13.5	13			1.1	0.3				0	0																																										-4	-4							
2000000022167	Rondelé Ail de Garonne & Fines herbes (30% MG)	https://static.openfoodfacts.org/images/products/200/000/002/2167/front.4.400.jpg	0	d	4	1253		30	21								2.4	2.4				6				1.1	0.433070866141732																																										14	17							
2000000022171	Chocolat Lindt	https://static.openfoodfacts.org/images/products/200/000/002/2171/front.4.400.jpg	1	d	4	2180		9.6	6.1								15.9	14.9				1.5				0.01016	0.004																																										15	15							
2000000022177	Jus d'orange	https://static.openfoodfacts.org/images/products/200/000/002/2177/front.14.400.jpg	0	c	1	179		0	0								8.6	8.6				0.7				0	0							0.04																																			2	-4							
2000000022323	Filet de saumon et ratatouille provençale		1		4	322		3.7									3.7					7.3				0.699999999999999	0.275590551181102																																																		
2000000022325	Filet de merlu coulis de piquillos, tagliatelles et brocolis		1		4	105		2.8									11					9				0.579999999999999	0.228346456692913																																																		
2000000022327	 Filet de merlu coulis de piquillos et tian d'aubergines		2		4	285		2.1									4.3					7.9				0.55	0.216535433070866																																																		
2000000022328	Onglet de veau jus aux champignons et haricots verts		1		4	66		2									4					8				0.68	0.267716535433071																																																		
2000000022329	Poêlée de Saint-Jacques à la tomate et légumes à la coriandre		1		4	69		2.5									3.9					7.6				0.699999999999999	0.275590551181102																																																		
2000000022330	Paleron de bœuf confit concassée de tomates et  choux-fleurs		1		4	82		3.3									3.4					9.6				0.43	0.169291338582677																																																		
2000000022333	Velouté d'asperges et petits pois aux Saint-Jacques		4		4	48		1.2									3.8					5.6				0.699999999999999	0.275590551181102																																																		
2000000022335	Pot-au-feu aux légumes d'hiver		0		3	55		1.1									2.7					6.7				0.6	0.236220472440945																																																		
2000000022337	Pot-au-feu légumes d'hiver et pommes de terre		0		3	55		1.3									4.5					6.3				0.58	0.228346456692913																																																		
2000000022339	Poulet et crevettes en bouillon de volaille au gingembre		0		3	65		1.7									5.1					7.2				0.699999999999999	0.275590551181102																																																		
2000000022340	Sauté de porc au romarin et duo de carottes		1		4	92		3.8									4.7					9.8				0.699999999999999	0.275590551181102																																																		
2000000022341	Joues de porc au romarin et lentilles vertes		1		4	114		3.5									8.5					12				0.63	0.248031496062992																																																		
2000000022343	Tagine de veau et légumes fondants		3		4	73		2.5									3.7					8.9				0.68	0.267716535433071																																																		
2000000022344	Bœuf au paprika, rouleaux de riz et daïkon		1		4	120		3.7									14					7.6				0.579999999999999	0.228346456692913																																																		
2000000022345	Bœuf au paprika, daïkon, chou pak choï et carottes		0		4	77		3.3									2.6					9.1				0.579999999999999	0.228346456692913																																																		
2000000022346	Escalope de poulet acidulée endives à l'orange et chou romanesco		0		4	58		1.4									3.2					8.1				0.63	0.248031496062992																																																		
2000000022347	Poulet teriyaki et wok de légumes		2		4	86		3.6									6					7.4				0.8	0.31496062992126																																																		
2000000022348	Poulet au curry vert carottes au miel et salsifis au curcuma		1		4	88		4									7.1					5.8				0.75	0.295275590551181																																																		
2000000022509	Bière	https://static.openfoodfacts.org/images/products/200/000/002/2509/front.8.400.jpg	1		4																							6.2																																																	
2000000022522	Bière belge	https://static.openfoodfacts.org/images/products/200/000/002/2522/front.8.400.jpg	2		3																							6.2																																																	
2000000022557	Bouillon cube légumes sans sel	https://static.openfoodfacts.org/images/products/200/000/002/2557/front.6.400.jpg	0		4	2151		31.1	14.4								49	21			5.8	6.6				0.3	0.118110236220472																																																		
2000000022610	Rohmilch-Speisequark	https://static.openfoodfacts.org/images/products/200/000/002/2610/front.13.400.jpg	0		3																																																																								
2000000022827	Confiture de melons à l'orange	https://static.openfoodfacts.org/images/products/200/000/002/2827/front.11.400.jpg	0		3																																																											75													
2000000022828	Confiture de cerises noires	https://static.openfoodfacts.org/images/products/200/000/002/2828/front.11.400.jpg	1		3													63																																																											
2000000022842	Curry	https://static.openfoodfacts.org/images/products/200/000/002/2842/front.6.400.jpg	0		2																																																																								
2000000022852	Jeunes carottes	https://static.openfoodfacts.org/images/products/200/000/002/2852/front.4.400.jpg	0	a	3	127		0.7	0.1								4.6	3.5			2	0.4				0.23	0.0905511811023622																																										-6	-6							
2000000022875	LE CBO™	https://static.openfoodfacts.org/images/products/200/000/002/2875/front.4.400.jpg	0	c	1	1170		14.6	3.27								24.5	3.06			1.68	11.6				1.29	0.508																																										10	10							
2000000022962	IGP Ardèche, cuvée la Phaline 2014, Vignerons de Montfleury	https://static.openfoodfacts.org/images/products/200/000/002/2962/front.8.400.jpg	0		3																							14																																																	
2000000023442	Miel Italien de Fleurs	https://static.openfoodfacts.org/images/products/200/000/002/3442/front.6.400.jpg	0		2	1408		0									82.5					0.3																																																							
