code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
2000000018008	Nescafé Cappuccino	https://static.openfoodfacts.org/images/products/200/000/001/8008/front.14.400.jpg	3		4	1610		7.86	7.14								67.1	49.3			5	9.29				0.857	0.337																																																		
2000000018048	Emmental français rapé	https://static.openfoodfacts.org/images/products/200/000/001/8048/front.3.400.jpg	0			1532		29	19													27				0.7	0.275590551181102																																																		
2000000018075	Chorizo Fort		0	e		2054		45	18								2.9	2			0	20				3.8	1.49606299212598																																										26	26							
2000000018128	L'Ananas à croquer	https://static.openfoodfacts.org/images/products/200/000/001/8128/front.12.400.jpg	0	a	1	202		0.2	0								10	10			1.6	0.5				0	0																																										-4	-4							
2000000018246	Pain grillé au blé complet	https://static.openfoodfacts.org/images/products/200/000/001/8246/front.13.400.jpg	1	a	3	1619		4	0.4								73	4.2			7.5	11				1.3	0.511811023622047																																										-1	-1							
2000000018336	280 recette Originale	https://static.openfoodfacts.org/images/products/200/000/001/8336/front.6.400.jpg	0	d	3	1035		13	6.1								18	2.1			1.1	14				1.1	0.433070866141732																																										12	12							
2000000018349	280 sauce au poivre vert	https://static.openfoodfacts.org/images/products/200/000/001/8349/front.6.400.jpg	0	d	3	1104		14	6.5								18	2			1.4	15				1.1	0.433070866141732																																										12	12							
2000000018666	Blanc de Dinde 4 Tranches	https://static.openfoodfacts.org/images/products/200/000/001/8666/front.4.400.jpg	1		4																																																																								
2000000018699	Camembert grand cru du Cotentin	https://static.openfoodfacts.org/images/products/200/000/001/8699/front.15.400.jpg	0		3																																																																								
2000000018700	Camembert grand cru du pays d'Auge Spécial affiné	https://static.openfoodfacts.org/images/products/200/000/001/8700/front.5.400.jpg	0																																																																										
2000000018799	labeyrie aperitif		0																																																																										
2000000018855	Sel fin	https://static.openfoodfacts.org/images/products/200/000/001/8855/front.8.400.jpg	2		4																																																																								
2000000018940	California & Chicken	https://static.openfoodfacts.org/images/products/200/000/001/8940/front.10.400.jpg	0	c	3	1041		12	3.1								22	3			1.9	11				1.2	0.47244094488189																																										10	10							
2000000018945	Twister Fries (moyenne portion)	https://static.openfoodfacts.org/images/products/200/000/001/8945/front.4.400.jpg	0	c	1	1111		14	1.2								31	2			2.5	3.7				2	0.78740157480315																																										10	10							
2000000019006	Semillas de chía	https://static.openfoodfacts.org/images/products/200/000/001/9006/front.6.400.jpg	0	c	1	1832		34	3.8								4.9	0.7				21				0.44	0.173228346456693																																										4	4							
2000000019074	McFlurry M&M's	https://static.openfoodfacts.org/images/products/200/000/001/9074/front.9.400.jpg	0	c	3	818		6.9	3.4								28	25			0.6	4.6				0.11	0.0433070866141732																																										8	8							
2000000019110	Ajos tiernos	https://static.openfoodfacts.org/images/products/200/000/001/9110/front.5.400.jpg	0		1																																																																								
2000000019169	Slimbel	https://static.openfoodfacts.org/images/products/200/000/001/9169/front.4.400.jpg	5	d	4	1658		13	9.2								41.5	20			6.5	25.5				0.6	0.236220472440945	0																		0.625		0.27	0.265	0.006	0.07	0.0044	0.00043	0.00038		2.1e-05			5e-05										14	14							
2000000019307	Gateau breton nature	https://static.openfoodfacts.org/images/products/200/000/001/9307/front.15.400.jpg	0	b	1	499		3.8	2.5								12.3	12.3				8.8				0.33	0.12992125984252																																										1	1							
2000000019505	Abalone	https://static.openfoodfacts.org/images/products/200/000/001/9505/front_en.11.400.jpg	0		1																																																																								
2000000019506	Butter	https://static.openfoodfacts.org/images/products/200/000/001/9506/front_en.4.400.jpg	0		2																																																																								
2000000019606	Ajos morados	https://static.openfoodfacts.org/images/products/200/000/001/9606/front.5.400.jpg	0		1																																																																								
2000000019865	Morning Time	https://static.openfoodfacts.org/images/products/200/000/001/9865/front_en.4.400.jpg	0	c	1	10		0	0								0.5	0.1			0	0.08				0	0																																										2	0							
2000000019975	Magnum Mini Double Caramel et Mini Double Chocolat	https://static.openfoodfacts.org/images/products/200/000/001/9975/front.4.400.jpg	0																																																																										
2000000020007	Picotas	https://static.openfoodfacts.org/images/products/200/000/002/0007/front.6.400.jpg	0		1																																																																								
2000000020011	Frambuesas	https://static.openfoodfacts.org/images/products/200/000/002/0011/front.5.400.jpg	0		1																																																																								
2000000020012	Platerinas	https://static.openfoodfacts.org/images/products/200/000/002/0012/front.5.400.jpg	0		1																																																																								
2000000020197	Aceitunas deshuesadas Búfalo	https://static.openfoodfacts.org/images/products/200/000/002/0197/front.5.400.jpg	0	c	1	163.3		17.7	3								0	0			2.3	1				2.4	0.94488188976378																																										10	10							
2000000020243	SUPREME Pâte CLASSIC (taille individuelle)	https://static.openfoodfacts.org/images/products/200/000/002/0243/front.4.400.jpg	0		3	398		9.97	4.88			0.253	0.754			0.0229	27.6				2.09	12.1				1.74	0.685	0																				0.169																													
2000000020340	Frambuesas	https://static.openfoodfacts.org/images/products/200/000/002/0340/front.5.400.jpg	0		1																																																																								
2000000020429	Barritas crujientes Cacahuete	https://static.openfoodfacts.org/images/products/200/000/002/0429/front.8.400.jpg	0	d	3	2150		31	5.5								38	35				21				0.01	0.00393700787401575																																										18	18							
2000000020475	Arroz cocido redondo	https://static.openfoodfacts.org/images/products/200/000/002/0475/front.7.400.jpg	1	c	3	599		2.3	0.4								27.4	0.1				2.6				0.86	0.338582677165354																																										3	3							
2000000020478	Noir dégustation 81%	https://static.openfoodfacts.org/images/products/200/000/002/0478/front.14.400.jpg	1	e	4	2274		42.8	26.8								23.6	16.8				10.2				0.03	0.0118110236220472																																							81			19	19							
2000000020505	Hair Bender blend - Stumpton Coffee Roasters - Whole Bean Coffee	https://static.openfoodfacts.org/images/products/200/000/002/0505/front.5.400.jpg	0		1																																																																								
2000000020507	Mpanga Naturel - Café Coutume	https://static.openfoodfacts.org/images/products/200/000/002/0507/front.4.400.jpg	0		1																																																																								
2000000020508	Buenos Aires - Café Coutume	https://static.openfoodfacts.org/images/products/200/000/002/0508/front.4.400.jpg	0		1																																																																								
2000000020509	Café 7 estrellas	https://static.openfoodfacts.org/images/products/200/000/002/0509/front.4.400.jpg	0		1																																																																								
2000000020510	Heirloom Coffee - Coop Biftu Gudina	https://static.openfoodfacts.org/images/products/200/000/002/0510/front.4.400.jpg	0		1																																																																								
2000000020511	Café Tana Toraja - Café Belleville	https://static.openfoodfacts.org/images/products/200/000/002/0511/front.4.400.jpg	0																																																																										
2000000020512	Café Panama Finca Bambito - Green Plantation Coffee Roasters	https://static.openfoodfacts.org/images/products/200/000/002/0512/front.4.400.jpg	0		1																																																																								
2000000020513	Café Kochere Yirgacheffe - Joe Coffee Roasters	https://static.openfoodfacts.org/images/products/200/000/002/0513/front.4.400.jpg	0																																																																										
2000000020514	Café Raja Batak - Reykjavik Roasters	https://static.openfoodfacts.org/images/products/200/000/002/0514/front.4.400.jpg	0																																																																										
2000000020515	Café Villa Galicia Natural - Café Coutume	https://static.openfoodfacts.org/images/products/200/000/002/0515/front.4.400.jpg	0		1																																																																								
2000000020516	Café Kemgin Yirgacheffe - Café Coutume	https://static.openfoodfacts.org/images/products/200/000/002/0516/front.4.400.jpg	0																																																																										
2000000020517	Café FAF #490 - Café Coutume	https://static.openfoodfacts.org/images/products/200/000/002/0517/front.4.400.jpg	0		1																																																																								
2000000020518	Café Kram - Krahls	https://static.openfoodfacts.org/images/products/200/000/002/0518/front.8.400.jpg	0		1																																																																								
2000000020519	Café Nyarunazi Cooperative - Bows and Arrows Coffee Roasters	https://static.openfoodfacts.org/images/products/200/000/002/0519/front.4.400.jpg	0																																																																										
2000000020520	Café Reko - Heart Coffee Roasters	https://static.openfoodfacts.org/images/products/200/000/002/0520/front.4.400.jpg	0																																																																										
2000000020521	Café Bolivia Irupana - Forty Ninth Parallel	https://static.openfoodfacts.org/images/products/200/000/002/0521/front.4.400.jpg	0																																																																										
2000000020522	Café Guzman Brothers Colombie - Phil & Sebastian Coffee Roasters	https://static.openfoodfacts.org/images/products/200/000/002/0522/front.4.400.jpg	0																																																																										
2000000020523	Café Hula Colombie - Seattle Coffee Works	https://static.openfoodfacts.org/images/products/200/000/002/0523/front.4.400.jpg	0																																																																										
2000000020524	Café Gitesi Rwanda - Elysian Coffee	https://static.openfoodfacts.org/images/products/200/000/002/0524/front.4.400.jpg	0																																																																										
2000000020526	Café Ljulu Lipati Zambie - Intelligentsia Coffee Roasters	https://static.openfoodfacts.org/images/products/200/000/002/0526/front.4.400.jpg	0																																																																										
2000000020527	Café Agua Blanca Colombie - Anchored Coffee	https://static.openfoodfacts.org/images/products/200/000/002/0527/front.4.400.jpg	0																																																																										
2000000020528	Café Agua Dulce - Café Coutume	https://static.openfoodfacts.org/images/products/200/000/002/0528/front.4.400.jpg	0																																																																										
2000000020530	Granola Sans Gluten - Thank You My Deer	https://static.openfoodfacts.org/images/products/200/000/002/0530/front.5.400.jpg	0		3	2004		20.41									60.41					13.41																																																							
2000000020531	Préparation Pain Sans Gluten - Thank You My Deer	https://static.openfoodfacts.org/images/products/200/000/002/0531/front.5.400.jpg	0		3	1519		2.71									74.29					10.39																																																							
2000000020702	Arándanos	https://static.openfoodfacts.org/images/products/200/000/002/0702/front.5.400.jpg	0		1																																																																								
2000000020705	Frische Vollmilch vom Bauernhof	https://static.openfoodfacts.org/images/products/200/000/002/0705/front.3.400.jpg	0		1	278		3.8	2.3								4.8					3.3				0.13	0.0511811023622047																					0.12																													
2000000020748	Bio-Apfel-Bananenmark	https://static.openfoodfacts.org/images/products/200/000/002/0748/front.9.400.jpg	0	a	1	277		0.4	0.1								13.7	12.6				0.5				0.01	0.00393700787401575																																										-3	-3							
2000000020754	Bière blonde	https://static.openfoodfacts.org/images/products/200/000/002/0754/front.6.400.jpg	0		3																							5.5																																																	
2000000020766	Duo de melons	https://static.openfoodfacts.org/images/products/200/000/002/0766/front.8.400.jpg	0	a	1	136		0.1	0								6.5	5.9			0.9	0.7				0.03	0.0118110236220472																																										-4	-4							
2000000020801	Le P'tit Tex Mex	https://static.openfoodfacts.org/images/products/200/000/002/0801/front.4.400.jpg	0	c	3	962		10.5	3.23								25.8	3.23			1.61	7.26				0.969	0.381																																										4	4							
2000000020817	Ambrée	https://static.openfoodfacts.org/images/products/200/000/002/0817/front.8.400.jpg	0		3																							6.5																																																	
2000000020818	Bière blonde	https://static.openfoodfacts.org/images/products/200/000/002/0818/front.7.400.jpg	0		3																							4.2																																																	
2000000020840	Glam Wedding Pink	https://static.openfoodfacts.org/images/products/200/000/002/0840/front.4.400.jpg	0			1499		0.9	0.06								78	0.5				8																																																							
2000000020844	Sparkling Volcano Terra	https://static.openfoodfacts.org/images/products/200/000/002/0844/front.4.400.jpg	0																																																																										
2000000020846	Sparkling Volcano Terra	https://static.openfoodfacts.org/images/products/200/000/002/0846/front.4.400.jpg	0			1424											72																																																												
2000000020847	Oriental Sensation Smoked	https://static.openfoodfacts.org/images/products/200/000/002/0847/front.5.400.jpg	0			1504		0.4									78.6					9				0	0																																																		
2000000020848	Indian Tiger Umbra	https://static.openfoodfacts.org/images/products/200/000/002/0848/front.4.400.jpg	0			1529		3									73					9																																																							
2000000020849	Royal Pearl Black	https://static.openfoodfacts.org/images/products/200/000/002/0849/front.4.400.jpg	0			1361		3.4									63.7					9.9																																																							
2000000020852	Wizard of Laos	https://static.openfoodfacts.org/images/products/200/000/002/0852/front.4.400.jpg	0			1441		0.9									77.8					6.8																																																							
2000000020854	Java Kiss	https://static.openfoodfacts.org/images/products/200/000/002/0854/front.5.400.jpg	0			1608		0.3									92.1	87.5				1.4																																																							
2000000020859	Ginger Kiss	https://static.openfoodfacts.org/images/products/200/000/002/0859/front.5.400.jpg	0			1608		0.3									92.1	87.5				1.4																																																							
2000000020860	Oriental Kiss	https://static.openfoodfacts.org/images/products/200/000/002/0860/front.5.400.jpg	0			1608		0.3									92.1	87.5																																																											
2000000020861	Tropical Reis	https://static.openfoodfacts.org/images/products/200/000/002/0861/front.4.400.jpg	0			1465											74	0.1				9																																																							
2000000020862	Hom Mali Rice	https://static.openfoodfacts.org/images/products/200/000/002/0862/front.3.400.jpg	0			1465		0.7									78.8					7																																																							
2000000020863	Vulkan Rice	https://static.openfoodfacts.org/images/products/200/000/002/0863/front.4.400.jpg	0			1424		1.5									76					9																																																							
2000000020866	Bali Pur fleur de sel	https://static.openfoodfacts.org/images/products/200/000/002/0866/front.5.400.jpg	0																																																																										
2000000020867	Glam Wedding Pink	https://static.openfoodfacts.org/images/products/200/000/002/0867/front.4.400.jpg	0			1499		0.9									78					8																																																							
2000000020868	Royal Pearl Black	https://static.openfoodfacts.org/images/products/200/000/002/0868/front.5.400.jpg	0			1361		3.4									63.7					9.9																																																							
2000000020869	Indian Tiger	https://static.openfoodfacts.org/images/products/200/000/002/0869/front.4.400.jpg	0			1529		3									73					9																																																							
2000000020870	Sparkling Volcano Terra	https://static.openfoodfacts.org/images/products/200/000/002/0870/front.3.400.jpg	0			1424											72																																																												
2000000020871	Oriental Sensation Smoked	https://static.openfoodfacts.org/images/products/200/000/002/0871/front.3.400.jpg	0																																																																										
2000000020872	Oriental Sensation Smoked	https://static.openfoodfacts.org/images/products/200/000/002/0872/front.4.400.jpg	0			1504		0.4									78.6					9																																																							
2000000020873	Sol.riz Vulkan Reis		0			1424		1.5									76					9																																																							
2000000020874	Tropical Reis	https://static.openfoodfacts.org/images/products/200/000/002/0874/front.4.400.jpg	0			1465											74					9																																																							
2000000020875	Hom Mali Reis	https://static.openfoodfacts.org/images/products/200/000/002/0875/front.3.400.jpg	0			1465		0.7									78.8					7																																																							
2000000020876		https://static.openfoodfacts.org/images/products/200/000/002/0876/front.5.400.jpg	0			1608											92.1	87.5				1.4																																																							
2000000020877		https://static.openfoodfacts.org/images/products/200/000/002/0877/front.4.400.jpg	0			1608		0.3									92.1	87.5				1.4																																																							
2000000020878		https://static.openfoodfacts.org/images/products/200/000/002/0878/front.4.400.jpg	0			1608		0.3									92.1	87.5				1.4																																																							
2000000020879		https://static.openfoodfacts.org/images/products/200/000/002/0879/front.3.400.jpg	0																																																																										
2000000020881	Reis Mix Rot	https://static.openfoodfacts.org/images/products/200/000/002/0881/front.4.400.jpg	0			1424		1.5									76					9																																																							
2000000020882	Thai Duft Reis	https://static.openfoodfacts.org/images/products/200/000/002/0882/front.3.400.jpg	0			1465		0.7									78.8					7																																																							
2000000020883	Reis Mix Lila	https://static.openfoodfacts.org/images/products/200/000/002/0883/front.3.400.jpg	0			1465		1.9									74					9																																																							
2000000020884	Betty's Mélange Lila	https://static.openfoodfacts.org/images/products/200/000/002/0884/front.4.400.jpg	0			1465		1.9									74					9																																																							
2000000020885	Betty's Riz Thai	https://static.openfoodfacts.org/images/products/200/000/002/0885/front.3.400.jpg	0			1465		0.7									78.8					7																																																							
2000000020886	Betty's Melange de riz rouge	https://static.openfoodfacts.org/images/products/200/000/002/0886/front.5.400.jpg	0			1424											76					9																																																							
2000000020888	Wizard of Laos	https://static.openfoodfacts.org/images/products/200/000/002/0888/front.4.400.jpg	0			1542		1.5									79					8																																																							
2000000020916	Lotao Royal Pearl Black	https://static.openfoodfacts.org/images/products/200/000/002/0916/front_en.4.400.jpg	0			1361		3.4									63.7					9.9																																																							
2000000020919	Lotao Sparkling Volcano Terra	https://static.openfoodfacts.org/images/products/200/000/002/0919/front_en.4.400.jpg	0			1424											72																																																												
2000000020920	Lotao Glam Wedding Pink	https://static.openfoodfacts.org/images/products/200/000/002/0920/front_en.3.400.jpg	0			1499		0.9									78					8																																																							
2000000020922	Lotao Indian Tiger Umbra	https://static.openfoodfacts.org/images/products/200/000/002/0922/front_en.5.400.jpg	0			1529		3									73					9																																																							
2000000020923	Lotao Wizard of Laos	https://static.openfoodfacts.org/images/products/200/000/002/0923/front_en.4.400.jpg	0			1441		0.9									77.8					6.8																																																							
2000000020926	Lotao Java Kiss	https://static.openfoodfacts.org/images/products/200/000/002/0926/front_en.3.400.jpg	0			1608		0.3									92.1	87.5																																																											
2000000020927	Lotao Ginger Kiss	https://static.openfoodfacts.org/images/products/200/000/002/0927/front_en.4.400.jpg	0			1586		0.3									92.1	87.5				1.4																																																							
2000000020928	Lotao Oriental Kiss	https://static.openfoodfacts.org/images/products/200/000/002/0928/front_en.4.400.jpg	0			1586		0.3									92.1	87.5				1.4																																																							
2000000020930	Lotao Bali Pur Fleur de Sel	https://static.openfoodfacts.org/images/products/200/000/002/0930/front_en.5.400.jpg	0																																																																										
2000000020931	Betty's Rice Mix Red	https://static.openfoodfacts.org/images/products/200/000/002/0931/front_en.4.400.jpg	0			1424		1.5									76					9																																																							
2000000020932	Betty's Thai Rice	https://static.openfoodfacts.org/images/products/200/000/002/0932/front_en.4.400.jpg	0			1464		0.7									78.8					7																																																							
2000000020933	Betty's Rice Mix Lila	https://static.openfoodfacts.org/images/products/200/000/002/0933/front_en.5.400.jpg	0			1464		1.9									74					9																																																							
2000000020934	Lotao Coconut Oil	https://static.openfoodfacts.org/images/products/200/000/002/0934/front_en.4.400.jpg	0			3749		99.4																																																																					
2000000020937	Sunria Tropical RIce	https://static.openfoodfacts.org/images/products/200/000/002/0937/front_en.4.400.jpg	0			1464		1.9									74					9																																																							
2000000020939	Arroz con leche	https://static.openfoodfacts.org/images/products/200/000/002/0939/front.8.400.jpg	1	c	3	552		3.5	2.2								23.3	16.6			0	2.7				0.0508	0.02																																										5	5							
2000000020943	Sunria Vulkan Rice	https://static.openfoodfacts.org/images/products/200/000/002/0943/front_en.3.400.jpg	0			1424		1.5									76					9																																																							
2000000020944	Sunria Hom Mali Rice	https://static.openfoodfacts.org/images/products/200/000/002/0944/front_en.3.400.jpg	0			1465		0.7									78.8					7																																																							
2000000020975	Oriental Sensation Smoked	https://static.openfoodfacts.org/images/products/200/000/002/0975/front_en.4.400.jpg	0			1504		0.4									78.6					9																																																							
2000000020976	Sparkling Volcano Terra	https://static.openfoodfacts.org/images/products/200/000/002/0976/front_en.7.400.jpg	0			1424											72									0	0																																																		
2000000020977	Wizard of Laos	https://static.openfoodfacts.org/images/products/200/000/002/0977/front_en.3.400.jpg	0			1441		0.9									77.8					6.8																																																							
2000000020989	Edel-Zartbitterschokolade Minze 52 % Kakao	https://static.openfoodfacts.org/images/products/200/000/002/0989/front.10.400.jpg	1	e	4	2284		34.5	20.9								51.5	48.3				4.5				0.01	0.00393700787401575																																							52			26	26							
2000000021019	Saumon atlantique sauce à l'émincé de légumes, Surgelé 	https://static.openfoodfacts.org/images/products/200/000/002/1019/front.7.400.jpg	1	b	4	436		5.9	3.1								1.3	1				10.9				0.45	0.177165354330709																																				18						0	0							
2000000021142	Indian Tiger Umbra	https://static.openfoodfacts.org/images/products/200/000/002/1142/front_en.4.400.jpg	0			1529		3									73					9																																																							
2000000021144	Royal Pearl Black	https://static.openfoodfacts.org/images/products/200/000/002/1144/front_en.6.400.jpg	0			1361		3.4									63.7					9.9																																																							
2000000021145	Glam Wedding Pink	https://static.openfoodfacts.org/images/products/200/000/002/1145/front_en.4.400.jpg	0			1499		0.9									78					8																																																							
2000000021146	Java Kiss	https://static.openfoodfacts.org/images/products/200/000/002/1146/front_en.4.400.jpg	0			1608		0.3									92.1	87.5				1.4																																																							
2000000021149	Ginger Kiss	https://static.openfoodfacts.org/images/products/200/000/002/1149/front_en.6.400.jpg	0			1608		0.3									92.1	87.5				1.4																																																							
2000000021150	Oriental Kiss	https://static.openfoodfacts.org/images/products/200/000/002/1150/front_en.5.400.jpg	0			1608		0.3									92.1	87.5				1.4																																																							
2000000021151	Coconut Oil	https://static.openfoodfacts.org/images/products/200/000/002/1151/front_en.4.400.jpg	0			3683		99.4																																																																					
2000000021153	Tropical Reis	https://static.openfoodfacts.org/images/products/200/000/002/1153/front_en.5.400.jpg	0			1465		1.9									74					9																																																							
2000000021154	Vulkan Rice	https://static.openfoodfacts.org/images/products/200/000/002/1154/front_en.4.400.jpg	0			1424		1.5									76					9																																																							
2000000021155	Hom Mali Rice	https://static.openfoodfacts.org/images/products/200/000/002/1155/front_en.3.400.jpg	0			1465		0.7									78.8					7																																																							
2000000021157	Betty's Thai Rice	https://static.openfoodfacts.org/images/products/200/000/002/1157/front_en.4.400.jpg	0			1465		0.7									78.8					7																																																							
2000000021158	Betty's Rice Mix Lila	https://static.openfoodfacts.org/images/products/200/000/002/1158/front_en.4.400.jpg	0			1465		1.9									74					9																																																							
2000000021159	Betty's Rice Mix Red	https://static.openfoodfacts.org/images/products/200/000/002/1159/front_en.5.400.jpg	0			1424		1.5									76					9																																																							
2000000021191	Zen Rice Pasta	https://static.openfoodfacts.org/images/products/200/000/002/1191/front_en.3.400.jpg	0			1486		0.7									77.6				2.1	7.3																																																							
2000000021192	Zen Rice Pasta	https://static.openfoodfacts.org/images/products/200/000/002/1192/front_en.4.400.jpg	0			1486		0.7									77.6				2.1	7.3																																																							
2000000021193	Royal Pearl Black	https://static.openfoodfacts.org/images/products/200/000/002/1193/front_en.3.400.jpg	0			1361		3.4									63.7					9.9																																																							
2000000021194	Glam Wedding Pink	https://static.openfoodfacts.org/images/products/200/000/002/1194/front_en.3.400.jpg	0			1499		0.9									78				1	8																																																							
2000000021196	Wizard of Laos	https://static.openfoodfacts.org/images/products/200/000/002/1196/front_en.3.400.jpg	0			1441		0.9									77					6.8																																																							
2000000021198	Indian Tiger Umbra	https://static.openfoodfacts.org/images/products/200/000/002/1198/front_en.4.400.jpg	0			1529		3									73					9																																																							
2000000021199	Sparkling Volcano Terra	https://static.openfoodfacts.org/images/products/200/000/002/1199/front_en.3.400.jpg	0			1424											72																																																												
2000000021200	Oriental Sensation Smoked	https://static.openfoodfacts.org/images/products/200/000/002/1200/front_en.4.400.jpg	0			1504		0.4									78.6					9																																																							
2000000021201	Java Kiss	https://static.openfoodfacts.org/images/products/200/000/002/1201/front_en.3.400.jpg	0			1608		0.3									92.1	87.5			1.2	1.4																																																							
2000000021202	Oriental Kiss	https://static.openfoodfacts.org/images/products/200/000/002/1202/front_en.3.400.jpg	0			1608		0.3									92.1	87.5			1.2	1.4																																																							
2000000021203	Ginger Kiss	https://static.openfoodfacts.org/images/products/200/000/002/1203/front_en.5.400.jpg	0			1608		1.4									92.1	87.5			1.2	1.4																																																							
2000000021205	Coconut Oil	https://static.openfoodfacts.org/images/products/200/000/002/1205/front_en.4.400.jpg	0			3683		99.4																																																																					
2000000021206	Vulkan Reis	https://static.openfoodfacts.org/images/products/200/000/002/1206/front_en.3.400.jpg	0			1424		1.5									76					9																																																							
2000000021207	Hom Mali Rice	https://static.openfoodfacts.org/images/products/200/000/002/1207/front_en.4.400.jpg	0			1465		0.7									78.8					7																																																							
2000000021208		https://static.openfoodfacts.org/images/products/200/000/002/1208/front_en.4.400.jpg	0			1465		1.9									74					9																																																							
2000000021209	Betty's Rice Mix Lila	https://static.openfoodfacts.org/images/products/200/000/002/1209/front_en.4.400.jpg	0			1465		1.9									74					9																																																							
2000000021210	Betty' Thai Rice	https://static.openfoodfacts.org/images/products/200/000/002/1210/front_en.3.400.jpg	0			1465		0.7									78.8					7																																																							
2000000021211	Betty's Rice Mix Red	https://static.openfoodfacts.org/images/products/200/000/002/1211/front_en.4.400.jpg	0			1424											76					9																																																							
2000000021212	Bali Pur fleur de Sel	https://static.openfoodfacts.org/images/products/200/000/002/1212/front_en.4.400.jpg	0																																																																										
2000000021229	Triple	https://static.openfoodfacts.org/images/products/200/000/002/1229/front.6.400.jpg	0																									7.5																																																	
2000000021239	Bière de Noël 	https://static.openfoodfacts.org/images/products/200/000/002/1239/front.4.400.jpg	0																									6.8																																																	
2000000021240	Pur malt	https://static.openfoodfacts.org/images/products/200/000/002/1240/front.4.400.jpg	1		4																							0.5																																																	
2000000021248	Fromage frais sucré aux fruits	https://static.openfoodfacts.org/images/products/200/000/002/1248/front.5.400.jpg	6	b	4	453		2.9	1.8								12.9	12.3				7.4				0.09	0.0354330708661417				1.25e-06																	0.24																					0	0							
2000000021298	La brune spéciale	https://static.openfoodfacts.org/images/products/200/000/002/1298/front.7.400.jpg	0		4																							6																																																	
2000000021347	Panaché	https://static.openfoodfacts.org/images/products/200/000/002/1347/front.7.400.jpg	3		4																							1																																																	
2000000021383	Framboise	https://static.openfoodfacts.org/images/products/200/000/002/1383/front.6.400.jpg	2		4																							5.7																																																	
2000000021407	Rillettes du Mans pur porc	https://static.openfoodfacts.org/images/products/200/000/002/1407/front.5.400.jpg	0																																																																										
2000000021421	Panaché	https://static.openfoodfacts.org/images/products/200/000/002/1421/front.6.400.jpg	3		4																							1.2																																																	
2000000021424	Boisson lactée au cacao 	https://static.openfoodfacts.org/images/products/200/000/002/1424/front.6.400.jpg	2		3																																																																								
2000000021432	Bière flavoured Tequila	https://static.openfoodfacts.org/images/products/200/000/002/1432/front.8.400.jpg	2		4																							5.9																																																	
2000000021437	Col lombarda en tiras	https://static.openfoodfacts.org/images/products/200/000/002/1437/front.8.400.jpg	0	b	3	249		0.1	0.1								11	10.4				1.2				1.07	0.421259842519685																																										1	1							
2000000021470	Bière blonde	https://static.openfoodfacts.org/images/products/200/000/002/1470/front.6.400.jpg	0		3	146		0	0								2.5	0.2				0.4				0.03	0.0118110236220472	4.2																																																	
2000000021502	Panaché	https://static.openfoodfacts.org/images/products/200/000/002/1502/front.8.400.jpg	3		4																							1																																																	
2000000021503	Panaché	https://static.openfoodfacts.org/images/products/200/000/002/1503/front.9.400.jpg	3		4																							0.5																																																	
2000000021526	Champignons de Paris Pieds & Morceaux	https://static.openfoodfacts.org/images/products/200/000/002/1526/front.4.400.jpg	2	b	4	52		0.5	0.1								0.5	0.5				1.9				0.55	0.216535433070866																																										1	1							
2000000021540	Le Classique	https://static.openfoodfacts.org/images/products/200/000/002/1540/front.5.400.jpg	2		4																							1.2																																																	
2000000021542	Bière blonde de Caractère	https://static.openfoodfacts.org/images/products/200/000/002/1542/front.7.400.jpg	0		3																							7.5																																																	
2000000021566	Bière de Prestige	https://static.openfoodfacts.org/images/products/200/000/002/1566/front.9.400.jpg	0		3																							5																																																	
2000000021614	Tropical Vitaminé	https://static.openfoodfacts.org/images/products/200/000/002/1614/front.4.400.jpg	3	e	4	153		0.1	0								8.8	7.9				0.1				0.025	0.00984251968503937							0.012																																			12	1							
2000000021620	Bière blonde de luxe	https://static.openfoodfacts.org/images/products/200/000/002/1620/front.4.400.jpg	0																									4.2																																																	
2000000021672	Poêlée gourmande Family tartiflette	https://static.openfoodfacts.org/images/products/200/000/002/1672/front.3.400.jpg	5	c	4	581		7.1	3.6								14	1.9			1.5	4				0.58	0.228346456692913																																										3	3							
